Date,Open,High,Low,Close,Volume,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,MA_SHORT,MA_LONG,MIDPOINT,MACD_macd,MACD_macdsignal,MACD_macdhist,RSI,STOCH_slowk,STOCH_slowd,STOCHRSI_fastk,STOCHRSI_fastd,OBV,ATR,STDDEV,_CLOSE_PCT_CHANGE,ma_diff,GCDC_times,BUYSELL,SimulateAsset,Profit,Coin,JPY,Songiri,GachihoAsset,GachihoProfit
2021-12-02 09:00:00+09:00,1713.751,1713.94,1646.0,1671.581,82501.2906,,,,,,,,,,,,,,,82501.2906,,,-0.0029814977931275077,,1,0,267158.1,0.0,100,100000,False,267158.1,0.0
2021-12-02 10:00:00+09:00,1670.0,1690.0,1669.413,1679.772,32362.052,,,,,,,,,,,,,,,114863.34259999999,,,-0.012545819396380331,,1,0,267977.19999999995,819.0999999999767,100,100000,False,267977.19999999995,819.0999999999767
2021-12-02 11:00:00+09:00,1679.886,1680.054,1661.073,1665.338,19264.8379,,,,,,,,,,,,,,,95598.50469999999,,,0.01400947306098288,,1,0,266533.8,-624.2999999999884,100,100000,False,266533.8,-624.2999999999884
2021-12-02 12:00:00+09:00,1670.0,1672.798,1623.909,1647.499,53520.1188,,,,,,,,,,,,,,,42078.385899999994,,,0.03281730656334392,,1,1,264749.9,-2408.1999999999534,100,99600,False,264749.9,-2408.1999999999534
2021-12-02 13:00:00+09:00,1645.6,1662.76,1640.875,1655.0,13827.1711,35.01910117493321,12.020499999999629,-10.978101174933954,12.020499999999629,,,,,,,,,,,55905.55699999999,,11.499300587466765,0.023499729766088384,,1,0,265501.82118471694,-1656.2788152830326,100,99600,False,265500.0,-1658.0999999999767
2021-12-02 14:00:00+09:00,1653.61,1666.969,1652.42,1666.612,20778.8609,25.13100851080003,3.149699999999484,-18.83160851080106,3.149699999999484,,,,,,,,,,,76684.4179,,10.990654255400242,0.01664887726136377,,1,0,266665.8404884009,-492.25951159908436,100,99600,False,266661.2,-496.8999999999651
2021-12-02 15:00:00+09:00,1666.268,1666.268,1646.966,1658.959,11099.9019,16.089736782515047,2.064599999999473,-11.960536782516101,2.064599999999473,,,,,,,,,,,65584.516,,7.012568391257756,0.010993799928460724,,1,0,265898.6823992609,-1259.4176007390488,100,99600,False,265895.9,-1262.1999999999534
2021-12-02 16:00:00+09:00,1659.931,1689.0,1659.931,1689.0,22000.1824,17.356952911202825,-11.051500000000487,-39.4599529112038,-11.051500000000487,,,,,,,,,,,87584.69840000001,,14.204226455601647,0.00449128266789256,,1,0,268910.07612144225,1751.976121442276,100,99600,False,268900.0,1741.9000000000233
2021-12-02 17:00:00+09:00,1689.986,1705.71,1678.92,1703.4,24682.5644,19.474993921458918,-17.72080000000051,-54.916593921459935,-17.72080000000051,,,,,,,86.28825076556996,71.94206166482807,,,112267.26280000001,,18.597896960729752,-0.010463523595575008,,1,0,270353.5723299377,3195.4723299377365,100,99600,False,270340.0,3181.9000000000233
2021-12-02 18:00:00+09:00,1703.0,1706.6,1683.812,1694.828,35116.0032,21.266970642797787,-12.646200000000363,-46.55937064279851,-12.646200000000363,,,,,,,92.23223101499086,84.73350181900565,,,77151.25960000002,,16.95658532139904,0.004272369426003175,,1,0,269494.2911147139,2336.1911147139035,100,99600,False,269482.8,2324.7000000000116
2021-12-02 19:00:00+09:00,1693.633,1700.0,1679.888,1694.829,19024.2056,28.91327059182754,-1.7408000000004904,-32.39487059182852,-1.7408000000004904,,,,,,,85.65265113326792,88.05771097127622,,,96175.46520000002,,15.32703529591407,-0.005860694119839582,,1,0,269494.39135750616,2336.291357506183,100,99600,False,269482.9,2324.8000000000466
2021-12-02 20:00:00+09:00,1694.68,1695.789,1669.17,1677.4,21358.8298,26.5714304178764,9.411899999999832,-7.747630417876735,9.411899999999832,,,,,,,65.98418121917044,81.28968778914306,,,74816.63540000003,,8.579765208938305,0.0006523701291929473,,1,0,267747.25973126537,589.1597312653903,100,99600,False,267740.0,581.9000000000233
2021-12-02 21:00:00+09:00,1676.803,1696.902,1661.049,1696.62,11826.4722,31.65497337677516,14.439899999999398,-2.7751733767763653,14.439899999999398,,,,,,,65.26115072481248,72.29932769241692,,,86643.10760000003,,8.607536688387938,0.011799899701726235,,1,0,269673.92619843775,2515.826198437775,100,99600,False,269662.0,2503.9000000000233
2021-12-02 22:00:00+09:00,1695.923,1696.548,1669.324,1685.761,14576.3,21.56992212546993,6.9515999999994165,-7.666722125471097,6.9515999999994165,,-7.486499999999978,,,,,56.59115686867384,62.612162937552235,,,72066.80760000003,,7.309161062735209,0.008088811585470701,,1,0,268585.389717323,1427.2897173230303,100,99600,False,268576.1,1418.0
2021-12-02 23:00:00+09:00,1685.125,1704.127,1674.939,1702.1,9430.2539,19.27388916657378,1.808999999999969,-15.655889166573843,1.808999999999969,,-14.08349999999973,,,,58.28910701772494,75.87878422786942,65.91036394045189,,,81497.06150000003,25.944571428571408,8.732444583286954,-0.012985328049296418,,1,0,270223.25670000404,3065.156700004067,100,99600,False,270210.0,3051.9000000000233
2021-12-03 00:00:00+09:00,1703.058,1710.73,1669.772,1684.954,11901.85,16.789079912771967,-0.8840000000002419,-18.55707991277245,-0.8840000000002419,,-14.801499999999805,,,,52.97549356739849,65.88761569354715,66.1191855966968,,,69595.21150000002,27.016959183673457,8.836539956386138,0.004723116453527965,,1,0,268504.49378397194,1346.3937839719583,100,99600,False,268495.4,1337.3000000000466
2021-12-03 01:00:00+09:00,1684.572,1686.967,1660.907,1678.495,7091.2409,32.7410725952127,15.649000000000115,-1.4430725952124703,15.649000000000115,,1.5125000000002728,,,,51.08622576847118,59.57084457060142,67.11241483067265,,,62503.97060000002,26.94860495626822,8.546036297606305,0.010905703116437127,,1,0,267857.02558878635,698.9255887863692,100,99600,False,267849.5,691.4000000000233
2021-12-03 02:00:00+09:00,1678.427,1719.638,1678.08,1716.879,7271.2548,22.757634268809397,-5.221199999999953,-33.200034268809304,-5.221199999999953,,-12.919499999999971,,,,60.1756578819724,59.573420775036276,61.67729367972827,,,69775.22540000002,27.992133173677633,13.989417134404631,-0.014008118542772952,,1,0,271704.74492676475,4546.6449267647695,100,99600,False,271687.9,4529.800000000047
2021-12-03 03:00:00+09:00,1711.979,1712.242,1689.287,1699.508,3404.1863,22.65065925413319,-4.377300000000105,-31.405259254133398,-4.377300000000105,,-12.84550000000013,,,,55.17837689079356,65.44278717054475,61.52901750539414,,,66371.03910000002,27.963552232700653,13.513979627066616,-0.015440963394705687,,1,0,269963.4273824749,2805.327382474905,100,99600,False,269950.80000000005,2792.70000000007
2021-12-03 04:00:00+09:00,1701.784,1703.862,1677.679,1680.281,2278.4224,30.16238728991698,1.2528999999994994,-27.65658728991798,1.2528999999994994,,-2.8515000000002146,,,,50.20833413836743,64.67169524328443,63.22930106295514,,,64092.61670000002,27.836369930364892,14.454743644958704,-0.01200470503490525,,1,0,268036.0592157567,877.9592157567386,100,99600,False,268028.1,870.0
2021-12-03 05:00:00+09:00,1677.702,1692.95,1676.956,1692.95,3648.8515,36.70947214242642,8.669599999999946,-19.37027214242653,8.669599999999946,,12.186500000000024,,,,53.19960807256716,51.0905654594679,60.40168262443235,30.01080341269071,25.010593401484353,67741.46820000002,26.990486363910268,14.019936071213289,-0.019113303102156864,,1,0,269306.0351508559,2147.9351508559193,100,99600,False,269295.0,2136.9000000000233
2021-12-03 06:00:00+09:00,1693.055,1698.259,1689.083,1697.002,2329.9119,27.264307291320847,3.6529999999997926,-19.958307291321262,3.6529999999997926,,3.468499999999949,,,,54.148388930099266,44.83751497874831,53.5332585605002,39.52971623159903,23.180173214763244,70071.38010000002,25.718023052202387,11.805653645660497,-0.0215525051483898,,1,0,269712.2189450798,2554.1189450797974,100,99600,False,269700.19999999995,2542.0999999999767
2021-12-03 07:00:00+09:00,1696.331,1698.259,1690.201,1693.161,18092.4667,11.59550865814822,-1.6496000000004187,-14.894708658149057,-1.6496000000004187,,2.90949999999998,,,,53.05048253164962,49.14986155162211,48.35931399661276,57.18559245581533,42.24203736670169,51978.91340000002,24.456592834187934,6.6225543290743065,-0.029117674767741075,,1,0,269327.1863800221,2169.0863800221123,100,99600,False,269316.1,2158.0
2021-12-03 08:00:00+09:00,1692.982,1693.47,1670.012,1673.665,17472.9631,23.45887948738232,5.670799999999417,-12.117279487383485,5.670799999999417,,13.530999999999949,,,,47.7574254752963,34.560797228182786,42.849391252851056,0.0,32.238436229138124,34505.95030000002,24.385264774603087,8.894039743691467,-0.012746581144862601,,1,0,267372.8529021869,214.75290218694136,100,99600,False,267366.5,208.40000000002328
2021-12-03 09:00:00+09:00,1676.133,1677.163,1654.0,1660.349,26408.7154,46.09434601717817,17.843899999999394,-10.40654601717938,17.843899999999394,,23.032500000000027,,,,44.492193729193126,23.68718750584237,35.79928209521574,0.0,19.061864151938444,8097.234900000018,24.297960147845725,14.1252230085894,0.004286067252935011,,1,0,266038.01988049765,-1120.0801195023232,100,99600,False,266034.9,-1123.1999999999534
2021-12-03 10:00:00+09:00,1658.897,1661.199,1658.897,1661.199,227.075,48.00176087582054,17.02719999999931,-13.947360875821914,17.02719999999931,,28.56600000000003,,,,44.75186300343725,13.800817151811145,24.01626729527875,2.689146903531501,0.8963823011771671,8324.309900000018,22.726820137285326,15.487280437910648,0.007291143779132314,,1,0,266123.2262539158,-1034.8737460841658,100,99600,False,266119.9,-1038.1999999999534
2021-12-03 11:00:00+09:00,1661.199,1661.199,1661.199,1661.199,0.0,33.98035304788323,8.715599999999313,-16.5491530478846,8.715599999999313,,27.414999999999964,,,,44.75186300343726,15.62544717835173,17.704483945335067,3.0341260997128168,1.9077576677481058,8324.309900000018,21.103475841764947,12.632376523941936,-0.0001324520057146561,,1,0,266123.2262539158,-1034.8737460841658,100,99600,False,266119.9,-1038.1999999999534
2021-12-03 12:00:00+09:00,1659.918,1660.508,1645.2,1645.255,16753.5975,25.514664904253323,7.479399999999487,-10.55586490425435,7.479399999999487,,28.212999999999965,,,,40.618201444908806,10.881726330647409,13.435996886936744,0.0,1.9077576677481058,-8429.287599999981,20.738870424496024,9.01763245212693,0.007148029690422941,,1,0,264524.95517417614,-2633.144825823838,100,99600,False,264525.5,-2632.5999999999767
2021-12-03 13:00:00+09:00,1645.254,1655.812,1643.72,1652.6,13780.1789,19.000839727055563,6.354399999999259,-6.292039727057045,6.354399999999259,,31.30099999999993,,,,43.22014157692497,14.310734169355735,13.605969226118274,62.94516605134059,21.99309738368447,5350.891300000019,20.1212368227463,6.323219863528166,0.00446982566475107,,1,0,265261.238483301,-1896.861516698962,100,99600,False,265260.0,-1898.0999999999767
2021-12-03 14:00:00+09:00,1652.618,1670.426,1646.819,1667.496,10780.7731,14.450774941210284,-1.0727000000006228,-16.59617494121153,-1.0727000000006228,,22.444500000000062,,,,48.1793186763393,38.56508896959023,21.25251648986444,100.0,54.31505535044687,16131.66440000002,20.37021990683585,7.761737470605454,0.004361117745402376,,1,0,266754.4551167558,-403.644883244182,100,99600,False,266749.6,-408.5
2021-12-03 15:00:00+09:00,1670.516,1678.902,1664.533,1673.4,9667.2744,8.458874454437591,-11.727500000000873,-31.913874454439338,-11.727500000000873,,9.349500000000035,,,,50.041765010641825,66.64754854386725,39.84112389427105,100.0,87.6483886837802,25798.938800000018,19.94156134206187,10.093187227219241,0.004855595828885617,,1,0,267346.2885622389,188.18856223893818,100,99600,False,267340.0,181.90000000002328
2021-12-03 16:00:00+09:00,1673.323,1673.323,1660.002,1660.979,4241.079,13.460098365887006,-6.716500000001133,-26.893098365889273,-6.716500000001133,,5.719000000000051,,,,46.27376911901801,74.14877981644146,59.78713910996629,60.01516978857758,86.67172326285919,21557.85980000002,19.474164103343178,10.088299182944073,0.005251094926357114,,1,0,266101.17283961934,-1056.927160380641,100,99600,False,266097.9,-1060.1999999999534
2021-12-03 17:00:00+09:00,1663.236,1663.529,1657.1,1657.1,6660.8855,16.78109084128846,2.0004999999987376,-12.780090841290985,2.0004999999987376,,10.814000000000078,,,,45.130891789763815,57.149489322191215,65.98193922749995,28.01019773965659,62.67512250941138,14896.97430000002,18.5423666673901,7.3902954206448666,0.012304029878235201,,1,0,265712.33104845585,-1445.7689515441307,100,99600,False,265710.0,-1448.0999999999767
2021-12-03 18:00:00+09:00,1657.674,1664.028,1652.661,1660.02,11083.1936,17.217385769179145,5.454499999998461,-6.308385769182223,5.454499999998461,,12.783999999999878,-4.512493271048243,-1.4641597291809678,-3.048333541867275,46.207929133416215,42.74451611916829,58.014261752600305,21.93168699760971,36.65235150861462,25980.167900000022,18.029840476862237,5.8814428845903075,-0.00885349435899685,,1,0,266005.0400018452,-1153.0599981547566,100,99600,False,266002.0,-1156.0999999999767
2021-12-03 19:00:00+09:00,1660.831,1690.713,1660.831,1674.8,28860.431,4.174974291117678,-10.512200000001258,-25.199374291120193,-10.512200000001258,,-4.643499999999904,-3.5818415203609675,-1.887696087416968,-1.6941454329439996,51.4072930833107,45.786041021520155,48.560015487626536,100.00000000000001,49.98062824575543,54840.598900000026,18.93435187137208,7.343587145559502,-0.025416843457396032,,1,0,267486.62847139814,328.5284713981673,100,99600,False,267480.0,321.9000000000233
2021-12-03 20:00:00+09:00,1677.679,1689.175,1675.348,1681.565,12412.284,3.729040323256413,-15.368700000001127,-34.46644032325867,-15.368700000001127,,-13.053499999999985,-2.2722215844053153,-1.9646011868146374,-0.30762039759067794,53.61716593283637,58.42884185394703,48.98646633154514,100.0,73.97722899920323,67252.88290000003,18.608683880559788,9.548870161628773,-0.048029885927151295,,1,-1,268164.7709610142,1006.6709610142279,100,100000,False,268156.5,998.4000000000233
2021-12-03 21:00:00+09:00,1683.99,1686.65,1668.149,1669.747,4998.1126,9.439260357394232,-8.75310000000104,-26.945460357396314,-8.75310000000104,,-13.989499999999907,-2.1630182547032746,-2.004284600392365,-0.1587336543109097,49.39137346448514,59.680612495182096,54.63183179021641,50.20438419608689,83.40146139869562,62254.770300000026,18.600992174805533,9.096180178697646,-0.02943711467324306,,1,0,266982.9128328912,-175.18716710875742,100,100000,False,266974.7,-183.39999999996508
2021-12-03 22:00:00+09:00,1669.301,1688.453,1669.109,1677.743,15602.9456,8.904521332770173,-6.006000000000995,-20.916521332772163,-6.006000000000995,,-15.370999999999867,-1.414952759868811,-1.8864182322876542,0.4714654724188432,52.13984889364202,62.25866358316696,60.12270597743201,80.06114422864758,76.75517614157813,77857.71590000002,18.654064162319425,7.455260666385599,-0.035428432480403727,,1,-1,267782.55216208997,624.4521620899905,99,100400,False,267774.3,616.2000000000116
2021-12-03 23:00:00+09:00,1676.24,1681.878,1645.452,1645.452,10769.1145,31.798205205469458,6.196399999998675,-19.405405205472107,6.196399999998675,,-0.25499999999988177,-3.388656970356351,-2.1868659799013934,-1.2017909904549575,42.17787506894892,36.938925680647536,52.95940058633218,0.0,43.421842808244804,67088.60140000003,19.923488150725177,12.800902602735421,-0.04128494070103206,,1,-1,264560.99201141973,-2597.1079885802465,99,100800,False,264545.2,-2612.899999999965
2021-12-04 00:00:00+09:00,1648.16,1656.801,1631.96,1633.287,13363.9634,54.998365244003935,17.178299999998444,-20.641765244007047,17.178299999998444,,13.045499999999947,-5.866816599993399,-2.9228561039197944,-2.9439604960736045,39.14362109796943,22.74479515111309,40.647461471642515,0.0,26.68704807621584,53724.63800000003,20.27473899710194,18.910032622002763,-0.04556599159597163,,1,-1,263350.2897437031,-3807.810256296885,99,101200,False,263328.7,-3829.399999999965
2021-12-04 01:00:00+09:00,1633.264,1633.264,1597.643,1604.501,53570.0591,83.27020745880554,30.69249999999829,-21.885207458808964,30.69249999999829,,27.579499999999825,-10.037855436888776,-4.345855970513591,-5.691999466375186,33.07935609566591,3.2904511902418156,20.9913906740008,0.0,-1.8947806286936004e-14,154.57890000002953,21.372543354451803,26.28885372940358,-0.018008815335409656,,1,0,260492.45873141786,-6665.641268582112,99,101200,False,260450.1,-6707.999999999971
2021-12-04 02:00:00+09:00,1605.065,1631.238,1593.941,1622.0,18511.9655,73.20536066213094,24.007099999998445,-25.191160662134052,24.007099999998445,,30.443499999999858,-11.795440218651265,-5.835772820141125,-5.95966739851014,39.241615596491,13.186549040250275,13.073931793868383,32.33001143327951,10.776670477759817,18666.544400000028,22.510004543419534,24.599130331066203,-0.04814013284626917,,1,-1,262229.7332705681,-4928.366729431902,99,101600,False,262200.0,-4958.099999999977
2021-12-04 03:00:00+09:00,1620.0,1633.942,1609.905,1620.337,8284.7319,30.583061453684877,3.1918999999984408,-24.199261453687996,3.1918999999984408,,21.109500000000025,-13.170705330075862,-7.302759322128073,-5.867946007947789,38.875248258512265,22.419089737700933,12.965363322730996,63.70149009817395,32.01050051048447,10381.812500000027,22.619075647460996,13.695580726843218,-0.03790645283408023,,1,-1,262065.0432296131,-5093.056770386873,98,102000,False,262033.7,-5124.399999999965
2021-12-04 04:00:00+09:00,1622.481,1622.971,1569.614,1580.213,32358.196,52.53668276491953,15.775099999998247,-20.98648276492304,15.775099999998247,,34.596500000000106,-17.29887366147591,-9.30198218999764,-7.9968914714782695,31.285749570055398,23.95395545125105,19.85319807640074,0.0,32.01050051048447,-21976.383499999974,24.814641672642352,18.38079138246068,-0.07503626057543422,,1,-1,258101.39258499723,-9056.707415002747,98,102400,False,258021.3,-9136.799999999988
2021-12-04 05:00:00+09:00,1577.389,1578.245,1500.0,1562.108,63736.1745,105.37128578565284,58.70929999999839,12.047314214343942,58.70929999999839,,82.71399999999994,-21.780328922128774,-11.797651536423867,-9.982677385704907,28.57491022584742,29.51429894650147,25.295781378484474,0.0,21.23383003272463,-85712.55799999998,28.77166726745361,23.33099289282724,-0.05192457912457904,,1,-1,256317.47249779923,-10840.627502200747,98,102800,False,256210.8,-10947.299999999988
2021-12-04 06:00:00+09:00,1560.046,1582.973,1560.046,1576.117,19211.0058,69.53394580081817,20.645499999998265,-28.242945800821644,20.645499999998265,,50.32699999999977,-23.925704651448086,-14.22326215942871,-9.702442492019376,33.384683457629,38.451427190191175,30.63989386264789,45.09146043368573,15.030486811228558,-66501.55219999998,28.35419103406406,24.444222900409986,-0.062288198422861596,,1,-1,257694.21871011084,-9463.881289889134,98,103200,False,257611.69999999998,-9546.399999999994
2021-12-04 07:00:00+09:00,1573.0,1573.0,1544.0,1547.503,36688.5347,67.58769308009187,18.75559999999814,-30.076493080095588,18.75559999999814,,56.034000000000106,-27.616495269558982,-16.901908781454765,-10.714586488104217,29.077555100921508,46.22100112984223,38.06224242217829,4.879887179237018,16.65711587097423,-103190.08689999997,28.62296310305948,24.416046540046818,-0.10535928571428577,,1,-1,254889.4157835698,-12268.684216430178,97,103600,False,254750.3,-12407.799999999988
2021-12-04 08:00:00+09:00,1546.343,1564.906,1539.096,1561.159,31904.3159,36.80109592022632,13.418999999998277,-9.963095920229762,13.418999999998277,,62.53300000000013,-29.104054924551292,-19.34233801007407,-9.761716914477223,33.48788358849854,47.34272319980594,44.00505050661311,100.0,49.990449204307566,-71285.77099999996,28.422037167126657,11.691047960114009,-0.17878746006612922,,1,-1,256224.47507711587,-10933.624922884104,97,104000,False,256115.90000000002,-11042.199999999953
2021-12-04 09:00:00+09:00,1558.502,1562.861,1461.994,1469.916,90111.4791,106.57699486126262,30.933099999998376,-44.71079486126587,30.933099999998376,,63.312999999999874,-37.21649562376706,-22.917169532812668,-14.299326090954391,23.135722244419433,30.582694943313413,41.38213975765385,0.0,34.95996239307899,-161397.25009999995,33.59667736947477,37.82194743063216,-0.18445328313757847,,1,-1,247327.61205454014,-19830.48794545984,97,104400,False,246991.6,-20166.49999999997
2021-12-04 10:00:00+09:00,1469.3,1488.225,1446.2,1485.0,72288.7713,145.66348572484026,60.72649999999817,-24.21048572484392,60.72649999999817,185.12027999999987,106.61699999999973,-41.944994796955825,-26.722734585641298,-15.222260211314527,27.145334268822452,28.21696874550494,35.38079562954143,38.73212454031454,46.24404151343816,-89108.47879999995,34.198700414512274,42.46849286242107,-0.21128674542341597,-124.3937800000001,1,-1,248794.30817882935,-18363.791821170627,96,104800,False,248500.0,-18658.099999999977
2021-12-04 11:00:00+09:00,1485.0,1485.888,1455.567,1483.7,16705.325,113.27018738277775,38.72809999999822,-35.813987382781306,38.72809999999822,177.84765999999968,103.10199999999986,-45.27535745632645,-30.433259159778327,-14.84209829654812,27.01454054686629,21.496849494320212,26.76550439437952,37.46868092106521,25.400268487126567,-105813.80379999995,33.92172181347568,37.27104369138972,-0.21277860108273017,-139.11955999999964,2,-1,248668.25255550782,-18489.84744449216,96,105200,False,248370.0,-18788.099999999977
2021-12-04 12:00:00+09:00,1483.354,1483.354,1399.23,1400.0,54664.8911,141.1409008841431,38.66299999999842,-63.814900884146255,38.66299999999842,201.6877199999999,81.4340000000002,-54.04558053752771,-35.155723435328206,-18.889857102199507,20.24947204913861,19.46902237381644,23.06094687121386,0.0,25.400268487126567,-160478.69489999994,37.53231311251313,51.23895044207236,-0.1312134931145459,-163.02471999999966,3,-1,240574.774939483,-26583.325060516974,96,105600,False,240000.0,-27158.099999999977
2021-12-04 13:00:00+09:00,1400.0,1439.015,1278.0,1324.377,127273.0324,199.06927913612049,74.09109999999805,-50.887079136124385,74.09109999999805,277.65299999999934,120.32449999999972,-66.33353787422334,-41.39128632310723,-24.942251551116108,16.282135048579622,15.439822322921843,18.801898063686163,0.0,12.489560307021721,-287751.7272999999,46.35250503304792,62.48908956806124,-0.06946214261142569,-203.56190000000015,4,-1,233283.9196500198,-33874.18034998019,96,106000,False,232437.69999999998,-34720.399999999994
2021-12-04 14:00:00+09:00,1324.27,1338.306,1066.578,1241.008,391073.8128,372.7555228743672,184.37499999999818,-4.005522874370854,184.37499999999818,425.5886799999996,229.0619999999999,-81.85543564087425,-49.484116186660636,-32.37131945421361,13.209522037101411,19.371354115391057,18.09339960404311,0.0,-1.4210854715202004e-14,-678825.5400999999,62.4507546735445,94.19026143718446,-0.012399158433328505,-241.2136800000003,5,-1,225271.44805220247,-41886.65194779751,95,106400,True,224100.8,-43057.29999999999
2021-12-04 15:00:00+09:00,1240.175,1255.0,1197.956,1225.969,196879.4654,302.79405207220157,108.53279999999813,-85.7284520722053,108.53279999999813,392.9720599999996,197.50649999999996,-94.28333348493561,-58.44395964631563,-35.83937383861998,12.742382941261166,31.887329102672734,22.23283518032854,0.0,-1.4210854715202004e-14,-875705.0054999999,62.064557911148476,97.13062603610172,-0.04257930096096607,-284.4392599999999,6,-1,223830.91929875602,-43327.18070124395,95,106800,False,222596.90000000002,-44561.19999999995
2021-12-04 16:00:00+09:00,1225.864,1228.001,1180.87,1223.389,93958.5943,216.9916247328158,78.5130999999983,-59.9654247328192,78.5130999999983,406.1500999999996,217.42749999999978,-103.15164850823203,-67.38549741869892,-35.76615108953311,12.659671236981248,39.00206088034191,30.086914699468565,0.0,-1.4210854715202004e-14,-969663.5997999999,60.99787520320931,69.23926236640871,-0.03081085453420984,-327.63699999999994,7,-1,223584.63267014566,-43573.46732985432,95,107200,False,222338.9,-44819.19999999998
2021-12-04 17:00:00+09:00,1224.022,1253.273,1216.451,1237.609,70150.0421,90.71290838782625,15.608399999998255,-59.496108387829736,15.608399999998255,367.29659999999944,166.93899999999985,-107.78988223294323,-75.46637438154778,-32.32350785139545,15.899912429374865,40.51986129442458,37.13641709247974,89.44854554568744,29.816181848562465,-899513.5576999999,59.27102697440864,37.55225419391394,-0.02354483351803749,-351.6882000000003,8,0,224937.4235457948,-42220.67645420518,95,107200,False,223760.9,-43397.19999999998
2021-12-04 18:00:00+09:00,1237.689,1257.216,1223.809,1238.358,45781.2338,7.051792491362676,-7.245900000001484,-21.543592491365644,-7.245900000001484,352.6332599999996,159.2405000000001,-110.1357020203045,-82.40023990929913,-27.735462111005376,16.0765214563329,48.921508588979954,42.814476921248804,100.0,63.1495151818958,-853732.3238999998,57.42359647623659,7.14884624568209,0.007422143636914513,-359.87915999999996,9,0,225008.67814255014,-42149.42185744984,95,107200,False,223835.8,-43322.29999999999
2021-12-04 19:00:00+09:00,1238.358,1247.273,1195.785,1225.809,52628.3655,21.504505019524004,8.697799999998324,-4.108905019527356,8.697799999998324,362.0649399999995,178.22399999999993,-111.71954712982915,-88.26410135340514,-23.455445776424014,15.489614777327827,56.00068112229891,48.48068366856781,82.82316632783393,90.75723729117378,-906360.6893999998,56.999625299362535,6.403352509762787,0.03570568864960466,-353.36714000000006,10,1,223814.85446473575,-43343.24553526423,95,106800,False,222580.9,-44577.19999999998
2021-12-04 20:00:00+09:00,1224.117,1224.117,1151.0,1175.9,87940.2435,78.58406348167637,32.65449999999828,-13.275063481679808,32.65449999999828,385.6568799999993,180.971,-115.6686389150143,-93.74500886572697,-21.923630049287326,13.39512531150964,48.507570022478205,51.143253244585686,21.52432876229335,68.11583169670908,-994300.9328999998,58.27172349226521,22.964781740838994,0.04943826401025653,-353.00238000000013,11,1,219050.57685584197,-48107.52314415801,95,106400,False,217590.0,-49568.09999999998
2021-12-04 21:00:00+09:00,1177.464,1213.203,1177.464,1186.822,48394.3075,70.28686485955495,17.566099999998414,-35.154664859558125,17.566099999998414,367.7217399999995,173.19600000000014,-116.57322491292257,-98.31065207516609,-18.26257283775648,16.06975727125374,38.67689879992627,47.72838331490113,99.7477364509447,68.03174384702398,-945906.6253999998,56.77395752853197,26.360382429778323,0.058883701972675784,-350.1556400000002,12,1,220096.8984821873,-47061.201517812675,96,106000,False,218682.19999999998,-48475.899999999994
2021-12-04 22:00:00+09:00,1186.811,1209.14,1175.965,1209.14,52963.7342,61.265162531520446,14.653299999998353,-31.95856253152374,14.653299999998353,361.1375399999995,137.89750000000004,-114.17312306042413,-101.4831462722177,-12.689976788206437,21.41075730121715,37.30197584795769,41.49548155678739,100.0,73.75735507107935,-892942.8911999998,55.08831770506542,23.30593126576101,0.04846670569941003,-346.4842400000002,13,1,222242.47261236474,-44915.627387635235,96,105600,False,220914.0,-46244.09999999998
2021-12-04 23:00:00+09:00,1209.14,1250.0,1202.403,1247.618,62072.8043,34.712786458874234,-17.1437000000019,-69.00018645887803,-17.1437000000019,318.5084999999997,104.24849999999992,-107.92211308413152,-102.77093963460047,-5.151173449531058,29.715147368035044,62.01902370850177,45.99929945212858,100.0,99.9159121503149,-830870.0868999999,54.553223583275035,25.928243229438095,0.025388284517521065,-335.6522,14,0,225954.34142919205,-41203.75857080793,96,105600,False,224761.8,-42396.29999999999
